,arrival_hydrophone,init_arrival_time,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time
1238,h5,18037.35085162037,940,198.875,"[18037.338318599537, 18037.338318599537, 18037.338319074075, 18037.338318599537, 18037.33831868056, 18037.33831916667]",3,4,18037.338318599537
1238,h6,18037.35913215278,940,198.875,"[18037.338318599537, 18037.338318599537, 18037.338319074075, 18037.338318599537, 18037.33831868056, 18037.33831916667]",3,4,18037.338318599537
1239,h5,18037.350863726853,941,199.75,"[18037.338326956018, 18037.338326493056, 18037.338327407408, 18037.338326944446, 18037.33832701389, 18037.338327476853]",3,4,18037.338326944446
1239,h6,18037.359141006942,941,199.75,"[18037.338326956018, 18037.338326493056, 18037.338327407408, 18037.338326944446, 18037.33832701389, 18037.338327476853]",3,4,18037.338326944446
1240,h5,18037.350868611113,942,98.25,"[18037.33833013889, 18037.33833017361, 18037.338329594906, 18037.338330081016, 18037.338330162038, 18037.33833065972]",2,3,18037.338329594906
1240,h6,18037.359147361112,942,98.25,"[18037.33833013889, 18037.33833017361, 18037.338329594906, 18037.338330081016, 18037.338330162038, 18037.33833065972]",2,3,18037.338329594906
1241,h5,18037.350874074073,943,198.875,"[18037.338335312503, 18037.338334108797, 18037.338335752316, 18037.338335289354, 18037.338335370372, 18037.33833584491]",3,4,18037.338335289354
1241,h6,18037.359150462962,943,198.875,"[18037.338335312503, 18037.338334108797, 18037.338335752316, 18037.338335289354, 18037.338335370372, 18037.33833584491]",3,4,18037.338335289354
1242,h5,18037.350878877314,944,170.0,"[18037.33834287037, 18037.338342916668, 18037.33834361111, 18037.33834314815, 18037.338344212963, 18037.338343680556]",3,2,18037.33834314815
1242,h6,18037.35915627315,944,170.0,"[18037.33834287037, 18037.338342916668, 18037.33834361111, 18037.33834314815, 18037.338344212963, 18037.338343680556]",3,2,18037.33834314815
1243,h5,18037.350883738425,945,24.75,"[18037.338347129633, 18037.33834658565, 18037.33834678241, 18037.338348240744, 18037.338348298614, 18037.338348784724]",2,3,18037.33834678241
1243,h6,18037.359160162036,945,24.75,"[18037.338347129633, 18037.33834658565, 18037.33834678241, 18037.338348240744, 18037.338348298614, 18037.338348784724]",2,3,18037.33834678241
1244,h5,18037.35089011574,946,198.875,"[18037.33835388889, 18037.33835388889, 18037.33835425926, 18037.33835380787, 18037.33835388889, 18037.33835435185]",3,4,18037.33835380787
1244,h6,18037.359165289352,946,198.875,"[18037.33835388889, 18037.33835388889, 18037.33835425926, 18037.33835380787, 18037.33835388889, 18037.33835435185]",3,4,18037.33835380787
1245,h5,18037.350897835648,947,198.875,"[18037.33835834491, 18037.338358217596, 18037.33835877315, 18037.338358321762, 18037.33835840278, 18037.33835886574]",3,4,18037.338358321762
1245,h6,18037.359168206018,947,198.875,"[18037.33835834491, 18037.338358217596, 18037.33835877315, 18037.338358321762, 18037.33835840278, 18037.33835886574]",3,4,18037.338358321762
1246,h5,18037.350902662038,948,199.75,"[18037.33837383102, 18037.33837355324, 18037.33837505787, 18037.338374594907, 18037.338374664352, 18037.338375127314]",3,4,18037.338374594907
1246,h6,18037.359174375,948,199.75,"[18037.33837383102, 18037.33837355324, 18037.33837505787, 18037.338374594907, 18037.338374664352, 18037.338375127314]",3,4,18037.338374594907
1247,h5,18037.350908854165,949,198.875,"[18037.338382743055, 18037.33838284722, 18037.338383275463, 18037.338382824073, 18037.33838290509, 18037.33838335648]",3,4,18037.338382824073
1247,h6,18037.359177974537,949,198.875,"[18037.338382743055, 18037.33838284722, 18037.338383275463, 18037.338382824073, 18037.33838290509, 18037.33838335648]",3,4,18037.338382824073
1248,h5,18037.350917685184,950,198.875,"[18037.33838943287, 18037.338389768516, 18037.33839128472, 18037.33839083333, 18037.338390914352, 18037.338391388887]",3,4,18037.33839083333
1248,h6,18037.359184224537,950,198.875,"[18037.33838943287, 18037.338389768516, 18037.33839128472, 18037.33839083333, 18037.338390914352, 18037.338391388887]",3,4,18037.33839083333
1249,h5,18037.350923310187,951,198.0,"[18037.338397222222, 18037.33839701389, 18037.33839792824, 18037.338397465275, 18037.33839755787, 18037.33839802083]",3,4,18037.338397465275
1249,h6,18037.35918730324,951,198.0,"[18037.338397222222, 18037.33839701389, 18037.33839792824, 18037.338397465275, 18037.33839755787, 18037.33839802083]",3,4,18037.338397465275
1250,h5,18037.350929363427,952,198.0,"[18037.338423043984, 18037.338424976853, 18037.3384253125, 18037.33842484954, 18037.338424942132, 18037.338425428243]",3,4,18037.33842484954
1250,h6,18037.359192199074,952,198.0,"[18037.338423043984, 18037.338424976853, 18037.3384253125, 18037.33842484954, 18037.338424942132, 18037.338425428243]",3,4,18037.33842484954
1251,h5,18037.3509415625,953,199.75,"[18037.33843150463, 18037.33843150463, 18037.33843195602, 18037.33843150463, 18037.338431574077, 18037.33843203704]",3,4,18037.33843150463
1251,h6,18037.359195381945,953,199.75,"[18037.33843150463, 18037.33843150463, 18037.33843195602, 18037.33843150463, 18037.338431574077, 18037.33843203704]",3,4,18037.33843150463
1252,h5,18037.350959305557,954,199.75,"[18037.33844068287, 18037.338441087963, 18037.338442222223, 18037.33844175926, 18037.338441828706, 18037.338442361113]",3,4,18037.33844175926
1252,h6,18037.359201840278,954,199.75,"[18037.33844068287, 18037.338441087963, 18037.338442222223, 18037.33844175926, 18037.338441828706, 18037.338442361113]",3,4,18037.33844175926
1253,h5,18037.350964502315,955,198.0,"[18037.33857025463, 18037.33856980324, 18037.33857074074, 18037.3385702662, 18037.338570358796, 18037.338570821757]",3,4,18037.3385702662
1253,h6,18037.359205011573,955,198.0,"[18037.33857025463, 18037.33856980324, 18037.33857074074, 18037.3385702662, 18037.338570358796, 18037.338570821757]",3,4,18037.3385702662
1254,h5,18037.350975127316,956,200.625,"[18037.33857716435, 18037.338577222225, 18037.338577627317, 18037.33857716435, 18037.338577222225, 18037.338577685186]",3,4,18037.33857716435
1254,h6,18037.359212916665,956,200.625,"[18037.33857716435, 18037.338577222225, 18037.338577627317, 18037.33857716435, 18037.338577222225, 18037.338577685186]",3,4,18037.33857716435
1255,h5,18037.35098579861,957,199.75,"[18037.338584965277, 18037.338584270834, 18037.33858613426, 18037.338585671296, 18037.33858574074, 18037.33858621528]",3,4,18037.338585671296
1255,h6,18037.35922603009,957,199.75,"[18037.338584965277, 18037.338584270834, 18037.33858613426, 18037.338585671296, 18037.33858574074, 18037.33858621528]",3,4,18037.338585671296
1256,h5,18037.350991226853,958,199.75,"[18037.338606539353, 18037.338606087964, 18037.338608148148, 18037.338607696758, 18037.338607766203, 18037.338608217593]",3,4,18037.338607696758
1256,h6,18037.35923152778,958,199.75,"[18037.338606539353, 18037.338606087964, 18037.338608148148, 18037.338607696758, 18037.338607766203, 18037.338608217593]",3,4,18037.338607696758
1257,h5,18037.350996307872,959,199.75,"[18037.338620694445, 18037.338619965278, 18037.338621643517, 18037.338621192128, 18037.338621261573, 18037.338621712963]",3,4,18037.338621192128
1257,h6,18037.359234537038,959,199.75,"[18037.338620694445, 18037.338619965278, 18037.338621643517, 18037.338621192128, 18037.338621261573, 18037.338621712963]",3,4,18037.338621192128
1258,h5,18037.35100101852,960,199.75,"[18037.33862988426, 18037.338630486112, 18037.33863105324, 18037.338630578703, 18037.338630648148, 18037.338631122686]",3,4,18037.338630578703
1258,h6,18037.359240046295,960,199.75,"[18037.33862988426, 18037.338630486112, 18037.33863105324, 18037.338630578703, 18037.338630648148, 18037.338631122686]",3,4,18037.338630578703
1259,h5,18037.351006921297,961,201.5,"[18037.33876101852, 18037.33876144676, 18037.338762453706, 18037.338761990744, 18037.33876203704, 18037.33876252315]",3,4,18037.338761990744
1259,h6,18037.359243043982,961,201.5,"[18037.33876101852, 18037.33876144676, 18037.338762453706, 18037.338761990744, 18037.33876203704, 18037.33876252315]",3,4,18037.338761990744
1260,h5,18037.351012199073,962,204.125,"[18037.338775949076, 18037.338775949076, 18037.33877638889, 18037.338775925928, 18037.3387759375, 18037.338776412038]",3,4,18037.338775925928
1260,h6,18037.359250358797,962,204.125,"[18037.338775949076, 18037.338775949076, 18037.33877638889, 18037.338775925928, 18037.3387759375, 18037.338776412038]",3,4,18037.338775925928
1261,h5,18037.35101729167,963,201.5,"[18037.338915567132, 18037.338916064815, 18037.338917766207, 18037.33891730324, 18037.338917349538, 18037.33891783565]",3,4,18037.33891730324
1261,h6,18037.3592534375,963,201.5,"[18037.338915567132, 18037.338916064815, 18037.338917766207, 18037.33891730324, 18037.338917349538, 18037.33891783565]",3,4,18037.33891730324
1262,h5,18037.351022430557,964,202.375,"[18037.338941921294, 18037.338941620368, 18037.338942060185, 18037.33894159722, 18037.338941631944, 18037.338942094906]",3,4,18037.33894159722
1262,h6,18037.35925991898,964,202.375,"[18037.338941921294, 18037.338941620368, 18037.338942060185, 18037.33894159722, 18037.338941631944, 18037.338942094906]",3,4,18037.33894159722
1263,h5,18037.351027708333,965,201.5,"[18037.338949270834, 18037.338950613426, 18037.33894966435, 18037.33894920139, 18037.338949247685, 18037.338949699075]",3,4,18037.33894920139
1263,h6,18037.35926287037,965,201.5,"[18037.338949270834, 18037.338950613426, 18037.33894966435, 18037.33894920139, 18037.338949247685, 18037.338949699075]",3,4,18037.33894920139
1264,h5,18037.351045752315,966,202.375,"[18037.33895644676, 18037.338956111114, 18037.33895834491, 18037.338957881948, 18037.33895791667, 18037.33895840278]",3,4,18037.338957881948
1264,h6,18037.359268969907,966,202.375,"[18037.33895644676, 18037.338956111114, 18037.33895834491, 18037.338957881948, 18037.33895791667, 18037.33895840278]",3,4,18037.338957881948
1265,h5,18037.35104974537,967,201.5,"[18037.338974444447, 18037.338973703703, 18037.33897486111, 18037.338974409722, 18037.33897445602, 18037.338974930557]",3,4,18037.338974409722
1265,h6,18037.359272141202,967,201.5,"[18037.338974444447, 18037.338973703703, 18037.33897486111, 18037.338974409722, 18037.33897445602, 18037.338974930557]",3,4,18037.338974409722
1266,h5,18037.35105516204,968,202.375,"[18037.33898318287, 18037.338982280093, 18037.338983645834, 18037.33898318287, 18037.338983217593, 18037.338983680555]",3,4,18037.33898318287
1266,h6,18037.359278368054,968,202.375,"[18037.33898318287, 18037.338982280093, 18037.338983645834, 18037.33898318287, 18037.338983217593, 18037.338983680555]",3,4,18037.33898318287
1267,h5,18037.35108193287,969,202.375,"[18037.338996921295, 18037.33899746528, 18037.338997881943, 18037.338997430554, 18037.33899746528, 18037.33899792824]",3,4,18037.338997430554
1267,h6,18037.359281331017,969,202.375,"[18037.338996921295, 18037.33899746528, 18037.338997881943, 18037.338997430554, 18037.33899746528, 18037.33899792824]",3,4,18037.338997430554
1268,h5,18037.351087627314,970,202.375,"[18037.339003020836, 18037.339004409725, 18037.33900484954, 18037.339004386577, 18037.339004421297, 18037.339004872687]",3,4,18037.339004386577
1268,h6,18037.35928778935,970,202.375,"[18037.339003020836, 18037.339004409725, 18037.33900484954, 18037.339004386577, 18037.339004421297, 18037.339004872687]",3,4,18037.339004386577
1269,h5,18037.351093506946,971,202.375,"[18037.33901399306, 18037.33901521991, 18037.339015625003, 18037.33901516204, 18037.33901519676, 18037.339015659723]",3,4,18037.33901516204
1269,h6,18037.359291585646,971,202.375,"[18037.33901399306, 18037.33901521991, 18037.339015625003, 18037.33901516204, 18037.33901519676, 18037.339015659723]",3,4,18037.33901516204
1270,h5,18037.35109877315,972,205.875,"[18037.339021168984, 18037.339021168984, 18037.33902158565, 18037.339021145835, 18037.33902113426, 18037.339021631946]",4,3,18037.33902113426
1270,h6,18037.359295613427,972,205.875,"[18037.339021168984, 18037.339021168984, 18037.33902158565, 18037.339021145835, 18037.33902113426, 18037.339021631946]",4,3,18037.33902113426
1271,h5,18037.35110375,973,202.375,"[18037.33902346065, 18037.339022835647, 18037.33902375, 18037.339023425924, 18037.33902346065, 18037.339023935187]",3,4,18037.339023425924
1271,h6,18037.359298726853,973,202.375,"[18037.33902346065, 18037.339022835647, 18037.33902375, 18037.339023425924, 18037.33902346065, 18037.339023935187]",3,4,18037.339023425924
1272,h5,18037.351111747685,974,202.375,"[18037.339041006948, 18037.339039525465, 18037.339041851854, 18037.339041388892, 18037.339041423613, 18037.339041909723]",3,4,18037.339041388892
1272,h6,18037.359304930556,974,202.375,"[18037.339041006948, 18037.339039525465, 18037.339041851854, 18037.339041388892, 18037.339041423613, 18037.339041909723]",3,4,18037.339041388892
1273,h5,18037.351127372684,975,202.375,"[18037.33905394676, 18037.339055381944, 18037.339055810186, 18037.339055347224, 18037.339055381944, 18037.339055833334]",3,4,18037.339055347224
1273,h6,18037.35931386574,975,202.375,"[18037.33905394676, 18037.339055381944, 18037.339055810186, 18037.339055347224, 18037.339055381944, 18037.339055833334]",3,4,18037.339055347224
1274,h5,18037.3511315625,976,203.25,"[18037.339096331016, 18037.339096319443, 18037.339096759257, 18037.339096296295, 18037.339096319443, 18037.339096782405]",3,4,18037.339096296295
1274,h6,18037.35931769676,976,203.25,"[18037.339096331016, 18037.339096319443, 18037.339096759257, 18037.339096296295, 18037.339096319443, 18037.339096782405]",3,4,18037.339096296295
1275,h5,18037.35114130787,977,202.375,"[18037.339114166665, 18037.33911425926, 18037.339115532406, 18037.33911508102, 18037.33911511574, 18037.33911556713]",3,4,18037.33911508102
1275,h6,18037.359323796296,977,202.375,"[18037.339114166665, 18037.33911425926, 18037.339115532406, 18037.33911508102, 18037.33911511574, 18037.33911556713]",3,4,18037.33911508102
1276,h5,18037.351145636574,978,200.625,"[18037.339121886573, 18037.33912032407, 18037.339122326386, 18037.339121828703, 18037.339121886573, 18037.339122349535]",3,4,18037.339121828703
1276,h6,18037.35932712963,978,200.625,"[18037.339121886573, 18037.33912032407, 18037.339122326386, 18037.339121828703, 18037.339121886573, 18037.339122349535]",3,4,18037.339121828703
1277,h5,18037.35115226852,979,203.25,"[18037.339133055557, 18037.33913138889, 18037.33913349537, 18037.33913303241, 18037.339133055557, 18037.33913351852]",3,4,18037.33913303241
1277,h6,18037.359332650463,979,203.25,"[18037.339133055557, 18037.33913138889, 18037.33913349537, 18037.33913303241, 18037.339133055557, 18037.33913351852]",3,4,18037.33913303241
1278,h5,18037.3511596875,980,204.125,"[18037.339330439816, 18037.33933068287, 18037.339332291667, 18037.339331828705, 18037.339331840278, 18037.339332291667]",3,4,18037.339331828705
1278,h6,18037.35933585648,980,204.125,"[18037.339330439816, 18037.33933068287, 18037.339332291667, 18037.339331828705, 18037.339331840278, 18037.339332291667]",3,4,18037.339331828705
1279,h5,18037.351162777777,981,204.125,"[18037.339339027778, 18037.339340520834, 18037.339341493054, 18037.33934104167, 18037.33934105324, 18037.339341516203]",3,4,18037.33934104167
1279,h6,18037.359341527776,981,204.125,"[18037.339339027778, 18037.339340520834, 18037.339341493054, 18037.33934104167, 18037.33934105324, 18037.339341516203]",3,4,18037.33934104167
1280,h5,18037.35116863426,982,204.125,"[18037.339353935185, 18037.339353958334, 18037.339354386575, 18037.339353935185, 18037.33935394676, 18037.339354409723]",3,4,18037.339353935185
1280,h6,18037.359344537035,982,204.125,"[18037.339353935185, 18037.339353958334, 18037.339354386575, 18037.339353935185, 18037.33935394676, 18037.339354409723]",3,4,18037.339353935185
1281,h5,18037.351175694446,983,204.125,"[18037.33937412037, 18037.339372118055, 18037.33937457176, 18037.339374108797, 18037.33937412037, 18037.33937457176]",3,4,18037.339374108797
1281,h6,18037.359348287035,983,204.125,"[18037.33937412037, 18037.339372118055, 18037.33937457176, 18037.339374108797, 18037.33937412037, 18037.33937457176]",3,4,18037.339374108797
1282,h5,18037.35118221065,984,202.375,"[18037.339382627313, 18037.33938108796, 18037.339383078703, 18037.339382604165, 18037.33938263889, 18037.33938310185]",3,4,18037.339382604165
1282,h6,18037.359352291667,984,202.375,"[18037.339382627313, 18037.33938108796, 18037.339383078703, 18037.339382604165, 18037.33938263889, 18037.33938310185]",3,4,18037.339382604165
1283,h5,18037.3511884375,985,204.125,"[18037.339388784723, 18037.339388807868, 18037.33938923611, 18037.339388784723, 18037.339388796296, 18037.339389259258]",3,4,18037.339388784723
1283,h6,18037.359355821758,985,204.125,"[18037.339388784723, 18037.339388807868, 18037.33938923611, 18037.339388784723, 18037.339388796296, 18037.339389259258]",3,4,18037.339388784723
1284,h5,18037.351192523147,986,204.125,"[18037.339392233796, 18037.339392372687, 18037.339394097224, 18037.33939363426, 18037.339393645834, 18037.339394120372]",3,4,18037.33939363426
1284,h6,18037.359360069444,986,204.125,"[18037.339392233796, 18037.339392372687, 18037.339394097224, 18037.33939363426, 18037.339393645834, 18037.339394120372]",3,4,18037.33939363426
1285,h5,18037.351202199075,987,204.125,"[18037.33939931713, 18037.339398530094, 18037.33939976852, 18037.339399305558, 18037.33939931713, 18037.33939976852]",3,4,18037.339399305558
1285,h6,18037.35936300926,987,204.125,"[18037.33939931713, 18037.339398530094, 18037.33939976852, 18037.339399305558, 18037.33939931713, 18037.33939976852]",3,4,18037.339399305558
1286,h5,18037.351213333335,988,205.0,"[18037.339404282407, 18037.339403020833, 18037.339404733797, 18037.339404270835, 18037.339404270835, 18037.339404733797]",3,4,18037.339404270835
1286,h6,18037.35937221065,988,205.0,"[18037.339404282407, 18037.339403020833, 18037.339404733797, 18037.339404270835, 18037.339404270835, 18037.339404733797]",3,4,18037.339404270835
1287,h5,18037.351222743055,989,204.125,"[18037.339408657408, 18037.339407534724, 18037.33940909722, 18037.339408645836, 18037.339408657408, 18037.339409108798]",3,4,18037.339408645836
1287,h6,18037.359376979166,989,204.125,"[18037.339408657408, 18037.339407534724, 18037.33940909722, 18037.339408645836, 18037.339408657408, 18037.339409108798]",3,4,18037.339408645836
1288,h5,18037.35122585648,990,201.5,"[18037.33941449074, 18037.33941449074, 18037.33941494213, 18037.33941445602, 18037.339414502316, 18037.339414965278]",3,4,18037.33941445602
1288,h6,18037.35938361111,990,201.5,"[18037.33941449074, 18037.33941449074, 18037.33941494213, 18037.33941445602, 18037.339414502316, 18037.339414965278]",3,4,18037.33941445602
1289,h5,18037.351232256944,991,205.0,"[18037.33942087963, 18037.33942087963, 18037.339421261575, 18037.339420798613, 18037.339420798613, 18037.339421296296]",3,4,18037.339420798613
1289,h6,18037.35939050926,991,205.0,"[18037.33942087963, 18037.33942087963, 18037.339421261575, 18037.339420798613, 18037.339420798613, 18037.339421296296]",3,4,18037.339420798613
1290,h5,18037.351236840277,992,205.0,"[18037.339426840277, 18037.339426817132, 18037.33942726852, 18037.339426828705, 18037.339426828705, 18037.339427291667]",3,4,18037.339426828705
1290,h6,18037.359393460647,992,205.0,"[18037.339426840277, 18037.339426817132, 18037.33942726852, 18037.339426828705, 18037.339426828705, 18037.339427291667]",3,4,18037.339426828705
1291,h5,18037.351242476852,993,204.125,"[18037.339435625, 18037.339435625, 18037.339436064813, 18037.339435613427, 18037.339435625, 18037.33943607639]",3,4,18037.339435613427
1291,h6,18037.359400127316,993,204.125,"[18037.339435625, 18037.339435625, 18037.339436064813, 18037.339435613427, 18037.339435625, 18037.33943607639]",3,4,18037.339435613427
1292,h5,18037.351247141203,994,204.125,"[18037.339441412038, 18037.339442534725, 18037.33944300926, 18037.339442488428, 18037.3394425, 18037.339443020835]",3,4,18037.339442488428
1292,h6,18037.35940304398,994,204.125,"[18037.339441412038, 18037.339442534725, 18037.33944300926, 18037.339442488428, 18037.3394425, 18037.339443020835]",3,4,18037.339442488428
1293,h5,18037.351258472223,995,204.125,"[18037.339458738425, 18037.339457199076, 18037.339459467592, 18037.339458993058, 18037.33945900463, 18037.339459467592]",3,4,18037.339458993058
1293,h6,18037.35940923611,995,204.125,"[18037.339458738425, 18037.339457199076, 18037.339459467592, 18037.339458993058, 18037.33945900463, 18037.339459467592]",3,4,18037.339458993058
1294,h5,18037.35126945602,996,205.0,"[18037.339472094907, 18037.339472581018, 18037.339473564814, 18037.33947310185, 18037.33947310185, 18037.33947366898]",3,4,18037.33947310185
1294,h6,18037.359416805553,996,205.0,"[18037.339472094907, 18037.339472581018, 18037.339473564814, 18037.33947310185, 18037.33947310185, 18037.33947366898]",3,4,18037.33947310185
1295,h5,18037.351274675926,997,205.0,"[18037.33950119213, 18037.339501597224, 18037.339503055555, 18037.339502592593, 18037.339502592593, 18037.339503055555]",3,4,18037.339502592593
1295,h6,18037.35942894676,997,205.0,"[18037.33950119213, 18037.339501597224, 18037.339503055555, 18037.339502592593, 18037.339502592593, 18037.339503055555]",3,4,18037.339502592593
1296,h5,18037.351285104167,998,205.0,"[18037.3395133912, 18037.339512847222, 18037.339514537034, 18037.339514074072, 18037.339514074072, 18037.339514537034]",3,4,18037.339514074072
1296,h6,18037.35947039352,998,205.0,"[18037.3395133912, 18037.339512847222, 18037.339514537034, 18037.339514074072, 18037.339514074072, 18037.339514537034]",3,4,18037.339514074072
1297,h5,18037.35129111111,999,205.875,"[18037.33964537037, 18037.339647094912, 18037.339647581022, 18037.339647118057, 18037.339647106484, 18037.339647592595]",4,3,18037.339647106484
1297,h6,18037.359489282408,999,205.875,"[18037.33964537037, 18037.339647094912, 18037.339647581022, 18037.339647118057, 18037.339647106484, 18037.339647592595]",4,3,18037.339647106484
1298,h5,18037.351295381945,1000,204.125,"[18037.339674664352, 18037.33967513889, 18037.339677094908, 18037.339676608797, 18037.33967662037, 18037.339677094908]",3,4,18037.339676608797
1298,h6,18037.3594921875,1000,204.125,"[18037.339674664352, 18037.33967513889, 18037.339677094908, 18037.339676608797, 18037.33967662037, 18037.339677094908]",3,4,18037.339676608797
1299,h5,18037.351301099538,1001,205.875,"[18037.33968991898, 18037.33969085648, 18037.339691296296, 18037.33969083333, 18037.33969082176, 18037.339691377314]",4,3,18037.33969082176
1299,h6,18037.359499108796,1001,205.875,"[18037.33968991898, 18037.33969085648, 18037.339691296296, 18037.33969083333, 18037.33969082176, 18037.339691377314]",4,3,18037.33969082176
1300,h5,18037.351306041666,1002,205.875,"[18037.339706215276, 18037.33970648148, 18037.3397084375, 18037.33970798611, 18037.339707974537, 18037.3397084375]",4,3,18037.339707974537
1300,h6,18037.359502094907,1002,205.875,"[18037.339706215276, 18037.33970648148, 18037.3397084375, 18037.33970798611, 18037.339707974537, 18037.3397084375]",4,3,18037.339707974537
1301,h5,18037.351310011574,1003,205.875,"[18037.33971961806, 18037.33971979167, 18037.339720775468, 18037.339720312502, 18037.33972030093, 18037.33972076389]",4,3,18037.33972030093
1301,h6,18037.359507546294,1003,205.875,"[18037.33971961806, 18037.33971979167, 18037.339720775468, 18037.339720312502, 18037.33972030093, 18037.33972076389]",4,3,18037.33972030093
1302,h5,18037.351314918982,1004,205.875,"[18037.33981127315, 18037.33981127315, 18037.33981173611, 18037.33981128472, 18037.33981127315, 18037.339811724538]",4,3,18037.33981127315
1302,h6,18037.35951054398,1004,205.875,"[18037.33981127315, 18037.33981127315, 18037.33981173611, 18037.33981128472, 18037.33981127315, 18037.339811724538]",4,3,18037.33981127315
1303,h5,18037.35131871528,1005,206.75,"[18037.339832696758, 18037.339833483795, 18037.339834027778, 18037.339833414353, 18037.339833391205, 18037.339833900463]",4,3,18037.339833391205
1303,h6,18037.35951690972,1005,206.75,"[18037.339832696758, 18037.339833483795, 18037.339834027778, 18037.339833414353, 18037.339833391205, 18037.339833900463]",4,3,18037.339833391205
1304,h5,18037.351323819443,1006,206.75,"[18037.339840868055, 18037.33984008102, 18037.339841319445, 18037.339840868055, 18037.339840844907, 18037.33984130787]",4,3,18037.339840844907
1304,h6,18037.359520439815,1006,206.75,"[18037.339840868055, 18037.33984008102, 18037.339841319445, 18037.339840868055, 18037.339840844907, 18037.33984130787]",4,3,18037.339840844907
1305,h5,18037.351332951388,1007,206.75,"[18037.339847997686, 18037.33984857639, 18037.339850150463, 18037.339849675926, 18037.33984965278, 18037.339850115743]",4,3,18037.33984965278
1305,h6,18037.359525439813,1007,206.75,"[18037.339847997686, 18037.33984857639, 18037.339850150463, 18037.339849675926, 18037.33984965278, 18037.339850115743]",4,3,18037.33984965278
1306,h5,18037.351339259258,1008,206.75,"[18037.339856006947, 18037.339856481485, 18037.339858495372, 18037.33985803241, 18037.33985800926, 18037.339858472224]",4,3,18037.33985800926
1306,h6,18037.359528611112,1008,206.75,"[18037.339856006947, 18037.339856481485, 18037.339858495372, 18037.33985803241, 18037.33985800926, 18037.339858472224]",4,3,18037.33985800926
1307,h5,18037.35134800926,1009,206.75,"[18037.33986460648, 18037.33986550926, 18037.339865682872, 18037.33986553241, 18037.33986550926, 18037.33986564815]",4,3,18037.33986550926
1307,h6,18037.359533043982,1009,206.75,"[18037.33986460648, 18037.33986550926, 18037.339865682872, 18037.33986553241, 18037.33986550926, 18037.33986564815]",4,3,18037.33986550926
1308,h5,18037.351354351853,1010,206.75,"[18037.33993260417, 18037.33993175926, 18037.33993309028, 18037.33993263889, 18037.33993261574, 18037.33993306713]",4,3,18037.33993261574
1308,h6,18037.35954548611,1010,206.75,"[18037.33993260417, 18037.33993175926, 18037.33993309028, 18037.33993263889, 18037.33993261574, 18037.33993306713]",4,3,18037.33993261574
1309,h5,18037.35136486111,1011,206.75,"[18037.339959166668, 18037.339958541666, 18037.33996033565, 18037.33995986111, 18037.339959837962, 18037.339960324072]",4,3,18037.339959837962
1309,h6,18037.359550844907,1011,206.75,"[18037.339959166668, 18037.339958541666, 18037.33996033565, 18037.33995986111, 18037.339959837962, 18037.339960324072]",4,3,18037.339959837962
1310,h5,18037.351370173612,1012,206.75,"[18037.339971099533, 18037.339972581016, 18037.339973055554, 18037.339972604164, 18037.339972581016, 18037.339973032405]",4,3,18037.339972581016
1310,h6,18037.359556909723,1012,206.75,"[18037.339971099533, 18037.339972581016, 18037.339973055554, 18037.339972604164, 18037.339972581016, 18037.339973032405]",4,3,18037.339972581016
1311,h5,18037.351375277776,1013,208.5,"[18037.340074988428, 18037.340075543983, 18037.34007604167, 18037.340075578704, 18037.34007553241, 18037.340075995373]",4,3,18037.34007553241
1311,h6,18037.35956355324,1013,208.5,"[18037.340074988428, 18037.340075543983, 18037.34007604167, 18037.340075578704, 18037.34007553241, 18037.340075995373]",4,3,18037.34007553241
1312,h5,18037.351379895834,1014,207.625,"[18037.34007898148, 18037.340078217592, 18037.340079930556, 18037.34007945602, 18037.340079421298, 18037.34007988426]",4,3,18037.340079421298
1312,h6,18037.359570497683,1014,207.625,"[18037.34007898148, 18037.340078217592, 18037.340079930556, 18037.34007945602, 18037.340079421298, 18037.34007988426]",4,3,18037.340079421298
1313,h5,18037.351384467594,1015,207.625,"[18037.340092118055, 18037.340092118055, 18037.340092604165, 18037.340092152775, 18037.340092118055, 18037.340092581017]",4,3,18037.340092118055
1313,h6,18037.359578287036,1015,207.625,"[18037.340092118055, 18037.340092118055, 18037.340092604165, 18037.340092152775, 18037.340092118055, 18037.340092581017]",4,3,18037.340092118055
1314,h5,18037.351389606483,1016,208.5,"[18037.340101041667, 18037.340101805556, 18037.340103344908, 18037.340102881943, 18037.34010283565, 18037.34010329861]",4,3,18037.34010283565
1314,h6,18037.359589270833,1016,208.5,"[18037.340101041667, 18037.340101805556, 18037.340103344908, 18037.340102881943, 18037.34010283565, 18037.34010329861]",4,3,18037.34010283565
1315,h5,18037.351395011574,1017,119.25,"[18037.340144027778, 18037.340144363425, 18037.34014425926, 18037.340144398146, 18037.340144363425, 18037.340144814814]",2,4,18037.34014425926
1315,h6,18037.359599131945,1017,119.25,"[18037.340144027778, 18037.340144363425, 18037.34014425926, 18037.340144398146, 18037.340144363425, 18037.340144814814]",2,4,18037.34014425926
1316,h5,18037.351400347223,1018,208.5,"[18037.340151377313, 18037.340150613425, 18037.340152372686, 18037.34015190972, 18037.340151863424, 18037.340152349538]",4,3,18037.340151863424
1317,h5,18037.351405717593,1019,285.5,"[18037.340160671294, 18037.34016212963, 18037.340162638888, 18037.340162175926, 18037.34016212963, 18037.34016199074]",5,4,18037.34016199074
