,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time,first_arrival,second_arrival,dt
113,113,282.875,"[18037.319960856483, 18037.319960775465, 18037.319961747686, 18037.319962175927, 18037.319960856483, 18037.31996167824]",4,5,18037.319960856483,2019-05-21 07:40:44.618000+00:00,2019-05-21 07:40:44.689000+00:00,-0.071
114,114,172.625,"[18037.319968078704, 18037.319968078704, 18037.319968078704, 18037.319968506945, 18037.31996908565, 18037.31996976852]",2,3,18037.319968078704,2019-05-21 07:40:45.242000+00:00,2019-05-21 07:40:45.279000+00:00,-0.037
115,115,172.625,"[18037.31997449074, 18037.31997449074, 18037.31997449074, 18037.31997491898, 18037.31997539352, 18037.31997616898]",2,3,18037.31997449074,2019-05-21 07:40:45.796000+00:00,2019-05-21 07:40:45.833000+00:00,-0.037
116,116,172.625,"[18037.319984328704, 18037.319984328704, 18037.319984328704, 18037.319984756945, 18037.319985208334, 18037.31998599537]",2,3,18037.319984328704,2019-05-21 07:40:46.646000+00:00,2019-05-21 07:40:46.683000+00:00,-0.037
117,117,172.625,"[18037.31999136574, 18037.31999136574, 18037.31999136574, 18037.319991793982, 18037.319992256944, 18037.319993032408]",2,3,18037.31999136574,2019-05-21 07:40:47.254000+00:00,2019-05-21 07:40:47.291000+00:00,-0.037
118,118,173.5,"[18037.320001608798, 18037.320001608798, 18037.320001608798, 18037.320002025463, 18037.3200025, 18037.32000327546]",2,3,18037.320001608798,2019-05-21 07:40:48.139000+00:00,2019-05-21 07:40:48.175000+00:00,-0.036
119,119,172.625,"[18037.320007916667, 18037.320007916667, 18037.320007916667, 18037.32000834491, 18037.32000880787, 18037.320009583334]",2,3,18037.320007916667,2019-05-21 07:40:48.684000+00:00,2019-05-21 07:40:48.721000+00:00,-0.037
120,120,172.625,"[18037.320014189816, 18037.320014189816, 18037.320014189816, 18037.320014618057, 18037.32001508102, 18037.320015856483]",2,3,18037.320014189816,2019-05-21 07:40:49.226000+00:00,2019-05-21 07:40:49.263000+00:00,-0.037
121,121,317.875,"[18037.320017511574, 18037.320017407408, 18037.32001855324, 18037.32001724537, 18037.32001667824, 18037.320017627313]",4,3,18037.32001667824,2019-05-21 07:40:49.441000+00:00,2019-05-21 07:40:49.490000+00:00,-0.049
122,122,172.625,"[18037.32002366898, 18037.32002366898, 18037.32002366898, 18037.320024097222, 18037.32002454861, 18037.32002508102]",2,3,18037.32002366898,2019-05-21 07:40:50.045000+00:00,2019-05-21 07:40:50.082000+00:00,-0.037
123,123,202.375,"[18037.320032592594, 18037.320031643518, 18037.32003247685, 18037.320032905092, 18037.320033391203, 18037.320032488427]",2,5,18037.32003247685,2019-05-21 07:40:50.806000+00:00,2019-05-21 07:40:50.807000+00:00,-0.001
124,124,173.5,"[18037.32004059028, 18037.32004059028, 18037.32004059028, 18037.320041006944, 18037.320041481482, 18037.320042256946]",2,3,18037.32004059028,2019-05-21 07:40:51.507000+00:00,2019-05-21 07:40:51.543000+00:00,-0.036
125,125,635.5,"[18037.320047604167, 18037.320047719906, 18037.32004914352, 18037.320049409722, 18037.32004986111, 18037.320047245372]",5,2,18037.320047245372,2019-05-21 07:40:52.082000+00:00,2019-05-21 07:40:52.246000+00:00,-0.164
126,126,173.5,"[18037.3200565625, 18037.3200565625, 18037.3200565625, 18037.320056979166, 18037.320057453704, 18037.32005820602]",2,3,18037.3200565625,2019-05-21 07:40:52.887000+00:00,2019-05-21 07:40:52.923000+00:00,-0.036
127,127,184.875,"[18037.32006327546, 18037.320064479165, 18037.320064479165, 18037.320064745367, 18037.320065219905, 18037.32006599537]",2,3,18037.320064479165,2019-05-21 07:40:53.571000+00:00,2019-05-21 07:40:53.594000+00:00,-0.023
128,128,436.0,"[18037.320072141203, 18037.320072141203, 18037.320072141203, 18037.320072511575, 18037.320072534723, 18037.320071122685]",5,2,18037.320071122685,2019-05-21 07:40:54.145000+00:00,2019-05-21 07:40:54.233000+00:00,-0.088
129,129,402.75,"[18037.320090046298, 18037.320090324076, 18037.320090011573, 18037.32009045139, 18037.320088703706, 18037.32009167824]",4,2,18037.320088703706,2019-05-21 07:40:55.664000+00:00,2019-05-21 07:40:55.777000+00:00,-0.113
130,130,173.5,"[18037.320105694445, 18037.320104386574, 18037.320105694445, 18037.32010611111, 18037.32010658565, 18037.320107349537]",2,3,18037.320105694445,2019-05-21 07:40:57.132000+00:00,2019-05-21 07:40:57.168000+00:00,-0.036
131,131,173.5,"[18037.320144247686, 18037.320144247686, 18037.320144247686, 18037.32014466435, 18037.320145173613, 18037.320145902777]",2,3,18037.320144247686,2019-05-21 07:41:00.463000+00:00,2019-05-21 07:41:00.499000+00:00,-0.036
132,132,373.0,"[18037.320252233796, 18037.320252280093, 18037.320252233796, 18037.320252662037, 18037.320253217593, 18037.320251493056]",5,2,18037.320251493056,2019-05-21 07:41:09.729000+00:00,2019-05-21 07:41:09.793000+00:00,-0.064
133,133,144.625,"[18037.32026070602, 18037.32026070602, 18037.320261180557, 18037.32026158565, 18037.32026209491, 18037.320261446763]",2,5,18037.320261180557,2019-05-21 07:41:10.566000+00:00,2019-05-21 07:41:10.589000+00:00,-0.023
134,134,175.25,"[18037.32039934028, 18037.320399664353, 18037.32040041667, 18037.32040081019, 18037.32040096065, 18037.320402048612]",2,3,18037.32040041667,2019-05-21 07:41:22.596000+00:00,2019-05-21 07:41:22.630000+00:00,-0.034
135,135,175.25,"[18037.320409594908, 18037.320407743056, 18037.320409594908, 18037.320409988428, 18037.320410462962, 18037.320411238426]",2,3,18037.320409594908,2019-05-21 07:41:23.389000+00:00,2019-05-21 07:41:23.423000+00:00,-0.034
136,136,172.625,"[18037.320457280097, 18037.320457280097, 18037.32045725695, 18037.32045768519, 18037.32045814815, 18037.320458923612]",2,3,18037.32045725695,2019-05-21 07:41:27.507000+00:00,2019-05-21 07:41:27.544000+00:00,-0.037
137,137,175.25,"[18037.320476493056, 18037.320476493056, 18037.320476493056, 18037.320476886576, 18037.320477349538, 18037.320478125]",2,3,18037.320476493056,2019-05-21 07:41:29.169000+00:00,2019-05-21 07:41:29.203000+00:00,-0.034
138,138,176.125,"[18037.320713090277, 18037.320713090277, 18037.320713090277, 18037.32071347222, 18037.32071392361, 18037.320714710648]",2,3,18037.320713090277,2019-05-21 07:41:49.611000+00:00,2019-05-21 07:41:49.644000+00:00,-0.033
139,139,590.875,"[18037.320730428244, 18037.320729930558, 18037.320732060187, 18037.32073243056, 18037.320732939817, 18037.3207303588]",5,2,18037.3207303588,2019-05-21 07:41:51.103000+00:00,2019-05-21 07:41:51.250000+00:00,-0.147
140,140,177.0,"[18037.32074724537, 18037.32074724537, 18037.32074724537, 18037.32074761574, 18037.320748090275, 18037.32074887731]",2,3,18037.32074724537,2019-05-21 07:41:52.562000+00:00,2019-05-21 07:41:52.594000+00:00,-0.032
141,141,175.25,"[18037.320763078707, 18037.320763078707, 18037.32076306713, 18037.32076346065, 18037.320763923613, 18037.320764699078]",2,3,18037.32076306713,2019-05-21 07:41:53.929000+00:00,2019-05-21 07:41:53.963000+00:00,-0.034
142,142,177.0,"[18037.32077199074, 18037.320771967592, 18037.32077199074, 18037.320772361112, 18037.320772812498, 18037.32077359954]",2,3,18037.32077199074,2019-05-21 07:41:54.700000+00:00,2019-05-21 07:41:54.732000+00:00,-0.032
143,143,175.25,"[18037.320780902777, 18037.32077898148, 18037.32078087963, 18037.32078127315, 18037.32078173611, 18037.320782511575]",2,3,18037.32078087963,2019-05-21 07:41:55.468000+00:00,2019-05-21 07:41:55.502000+00:00,-0.034
144,144,177.0,"[18037.320787916666, 18037.320788078705, 18037.32078912037, 18037.320789490743, 18037.32079009259, 18037.3207896875]",2,3,18037.32078912037,2019-05-21 07:41:56.180000+00:00,2019-05-21 07:41:56.212000+00:00,-0.032
145,145,538.375,"[18037.320796342592, 18037.320796134256, 18037.320796342592, 18037.320796701388, 18037.320797187498, 18037.32079487268]",5,2,18037.32079487268,2019-05-21 07:41:56.677000+00:00,2019-05-21 07:41:56.804000+00:00,-0.127
146,146,177.0,"[18037.320803958333, 18037.320802488426, 18037.320803958333, 18037.320804328705, 18037.32080480324, 18037.32080556713]",2,3,18037.320803958333,2019-05-21 07:41:57.462000+00:00,2019-05-21 07:41:57.494000+00:00,-0.032
147,147,414.125,"[18037.320809675926, 18037.32080943287, 18037.32081101852, 18037.32081138889, 18037.320810983798, 18037.320810069446]",5,4,18037.320810069446,2019-05-21 07:41:57.990000+00:00,2019-05-21 07:41:58.069000+00:00,-0.079
148,148,278.5,"[18037.320827037038, 18037.32082721065, 18037.320828217595, 18037.320828587963, 18037.32082908565, 18037.32082789352]",5,2,18037.32082789352,2019-05-21 07:41:59.530000+00:00,2019-05-21 07:41:59.558000+00:00,-0.028
149,149,177.875,"[18037.32096232639, 18037.320962337963, 18037.32096226852, 18037.320962627316, 18037.320963101854, 18037.320963831018]",2,3,18037.32096226852,2019-05-21 07:42:11.140000+00:00,2019-05-21 07:42:11.171000+00:00,-0.031
150,150,177.875,"[18037.3209787037, 18037.3209787037, 18037.3209787037, 18037.320979062497, 18037.320979513886, 18037.320980023145]",2,3,18037.3209787037,2019-05-21 07:42:12.560000+00:00,2019-05-21 07:42:12.591000+00:00,-0.031
151,151,134.125,"[18037.320985486112, 18037.320985925926, 18037.320987395833, 18037.32098773148, 18037.32098840278, 18037.32098770833]",2,5,18037.320987395833,2019-05-21 07:42:13.311000+00:00,2019-05-21 07:42:13.338000+00:00,-0.027
152,152,262.75,"[18037.32105341435, 18037.321054988424, 18037.321054988424, 18037.32105534722, 18037.321055821758, 18037.321054733795]",5,2,18037.321054733795,2019-05-21 07:42:19.129000+00:00,2019-05-21 07:42:19.151000+00:00,-0.022
153,153,176.125,"[18037.321104247687, 18037.321104247687, 18037.32110422454, 18037.321104606483, 18037.321105069448, 18037.321105856485]",2,3,18037.32110422454,2019-05-21 07:42:23.405000+00:00,2019-05-21 07:42:23.438000+00:00,-0.033
154,154,178.75,"[18037.32112122685, 18037.321121261575, 18037.32112122685, 18037.321121574074, 18037.321122025463, 18037.321122800924]",2,3,18037.32112122685,2019-05-21 07:42:24.874000+00:00,2019-05-21 07:42:24.904000+00:00,-0.03
155,155,177.0,"[18037.321126678242, 18037.32112670139, 18037.32112666667, 18037.321127037038, 18037.321127500003, 18037.32112826389]",2,3,18037.32112666667,2019-05-21 07:42:25.344000+00:00,2019-05-21 07:42:25.376000+00:00,-0.032
156,156,178.75,"[18037.32113203704, 18037.32113203704, 18037.32113203704, 18037.321132384262, 18037.3211328588, 18037.32113362269]",2,3,18037.32113203704,2019-05-21 07:42:25.808000+00:00,2019-05-21 07:42:25.838000+00:00,-0.03
157,157,175.25,"[18037.32113744213, 18037.32113744213, 18037.321137395833, 18037.321137789353, 18037.321138263887, 18037.321138854168]",2,3,18037.321137395833,2019-05-21 07:42:26.271000+00:00,2019-05-21 07:42:26.305000+00:00,-0.034
158,158,178.75,"[18037.32114909722, 18037.32114909722, 18037.32114908565, 18037.321149432868, 18037.321149895834, 18037.321150694443]",2,3,18037.32114908565,2019-05-21 07:42:27.281000+00:00,2019-05-21 07:42:27.311000+00:00,-0.03
159,159,178.75,"[18037.321153495373, 18037.32115258102, 18037.321153483797, 18037.32115383102, 18037.321154293983, 18037.321154837966]",2,3,18037.321153483797,2019-05-21 07:42:27.661000+00:00,2019-05-21 07:42:27.691000+00:00,-0.03
160,160,178.75,"[18037.32116462963, 18037.32116462963, 18037.32116462963, 18037.321164976853, 18037.321165451387, 18037.3211659375]",2,3,18037.32116462963,2019-05-21 07:42:28.624000+00:00,2019-05-21 07:42:28.654000+00:00,-0.03
161,161,178.75,"[18037.321168819446, 18037.321168819446, 18037.321168819446, 18037.321169166666, 18037.32116965278, 18037.32117039352]",2,3,18037.321168819446,2019-05-21 07:42:28.986000+00:00,2019-05-21 07:42:29.016000+00:00,-0.03
162,162,706.375,"[18037.321179606482, 18037.321179618055, 18037.321179618055, 18037.321179965278, 18037.321180439812, 18037.321177407408]",5,2,18037.321177407408,2019-05-21 07:42:29.728000+00:00,2019-05-21 07:42:29.919000+00:00,-0.191
163,163,496.375,"[18037.321183564818, 18037.321183310185, 18037.32118471065, 18037.321185046298, 18037.321185601853, 18037.321183425927]",5,2,18037.321183425927,2019-05-21 07:42:30.248000+00:00,2019-05-21 07:42:30.359000+00:00,-0.111
164,164,178.75,"[18037.32119113426, 18037.32119079861, 18037.32119079861, 18037.32119114583, 18037.32119159722, 18037.321192708332]",2,3,18037.32119079861,2019-05-21 07:42:30.885000+00:00,2019-05-21 07:42:30.915000+00:00,-0.03
165,165,178.75,"[18037.321196018518, 18037.321196018518, 18037.32119599537, 18037.321196342593, 18037.32119681713, 18037.321197372683]",2,3,18037.32119599537,2019-05-21 07:42:31.334000+00:00,2019-05-21 07:42:31.364000+00:00,-0.03
166,166,178.75,"[18037.32120056713, 18037.32120056713, 18037.32120056713, 18037.321200914354, 18037.321201365743, 18037.321202141204]",2,3,18037.32120056713,2019-05-21 07:42:31.729000+00:00,2019-05-21 07:42:31.759000+00:00,-0.03
167,167,178.75,"[18037.321205694447, 18037.321205694447, 18037.3212056713, 18037.32120601852, 18037.321206493056, 18037.32120700232]",2,3,18037.3212056713,2019-05-21 07:42:32.170000+00:00,2019-05-21 07:42:32.200000+00:00,-0.03
168,168,180.5,"[18037.321209814814, 18037.321209791666, 18037.321209814814, 18037.32121013889, 18037.321210613427, 18037.321211122686]",2,3,18037.321209814814,2019-05-21 07:42:32.528000+00:00,2019-05-21 07:42:32.556000+00:00,-0.028
169,169,177.875,"[18037.321215405093, 18037.321215416665, 18037.321215393516, 18037.321215752312, 18037.32121622685, 18037.321216747685]",2,3,18037.321215393516,2019-05-21 07:42:33.010000+00:00,2019-05-21 07:42:33.041000+00:00,-0.031
170,170,178.75,"[18037.321219398145, 18037.32121788194, 18037.321219398145, 18037.32121974537, 18037.321220219907, 18037.32122079861]",2,3,18037.321219398145,2019-05-21 07:42:33.356000+00:00,2019-05-21 07:42:33.386000+00:00,-0.03
171,171,177.0,"[18037.321231307873, 18037.321231307873, 18037.321231284724, 18037.321231655093, 18037.32123212963, 18037.32123269676]",2,3,18037.321231284724,2019-05-21 07:42:34.383000+00:00,2019-05-21 07:42:34.415000+00:00,-0.032
172,172,182.25,"[18037.32123550926, 18037.32123550926, 18037.32123550926, 18037.321235810185, 18037.321236319443, 18037.321236782405]",2,3,18037.32123550926,2019-05-21 07:42:34.748000+00:00,2019-05-21 07:42:34.774000+00:00,-0.026
173,173,177.875,"[18037.321240972222, 18037.321240972222, 18037.3212409375, 18037.321241296297, 18037.32124175926, 18037.321242546295]",2,3,18037.3212409375,2019-05-21 07:42:35.217000+00:00,2019-05-21 07:42:35.248000+00:00,-0.031
174,174,407.125,"[18037.321243391205, 18037.32124297454, 18037.321244444447, 18037.32124479167, 18037.32124334491, 18037.32124252315]",5,4,18037.32124252315,2019-05-21 07:42:35.354000+00:00,2019-05-21 07:42:35.425000+00:00,-0.071
175,175,177.875,"[18037.321250208333, 18037.321250208333, 18037.32125019676, 18037.321250555557, 18037.321251006946, 18037.32125148148]",2,3,18037.32125019676,2019-05-21 07:42:36.017000+00:00,2019-05-21 07:42:36.048000+00:00,-0.031
176,176,207.625,"[18037.321257870368, 18037.321257916665, 18037.321257870368, 18037.321258206015, 18037.321258680553, 18037.321257858795]",5,2,18037.321257858795,2019-05-21 07:42:36.679000+00:00,2019-05-21 07:42:36.680000+00:00,-0.001
177,177,179.625,"[18037.321359895835, 18037.321357407407, 18037.321359224537, 18037.321359560185, 18037.321360069447, 18037.32136059028]",2,3,18037.321359224537,2019-05-21 07:42:45.437000+00:00,2019-05-21 07:42:45.466000+00:00,-0.029
178,178,182.25,"[18037.321782280094, 18037.321781053244, 18037.321782280094, 18037.32178258102, 18037.32178305556, 18037.32178354167]",2,3,18037.321782280094,2019-05-21 07:43:21.989000+00:00,2019-05-21 07:43:22.015000+00:00,-0.026
179,179,182.25,"[18037.321798124998, 18037.32179707176, 18037.321798113426, 18037.321798414352, 18037.32179886574, 18037.32179940972]",2,3,18037.321798113426,2019-05-21 07:43:23.357000+00:00,2019-05-21 07:43:23.383000+00:00,-0.026
180,180,182.25,"[18037.32180391204, 18037.321804097224, 18037.321803900464, 18037.32180420139, 18037.32180467593, 18037.32180537037]",2,3,18037.321803900464,2019-05-21 07:43:23.857000+00:00,2019-05-21 07:43:23.883000+00:00,-0.026
181,181,287.25,"[18037.321810787038, 18037.321810787038, 18037.321810787038, 18037.321811099537, 18037.321809583336, 18037.321810347225]",4,5,18037.321809583336,2019-05-21 07:43:24.348000+00:00,2019-05-21 07:43:24.414000+00:00,-0.066
182,182,182.25,"[18037.321817673608, 18037.321817673608, 18037.321817673608, 18037.321817974534, 18037.321818449072, 18037.321819201385]",2,3,18037.321817673608,2019-05-21 07:43:25.047000+00:00,2019-05-21 07:43:25.073000+00:00,-0.026
183,183,182.25,"[18037.321851909725, 18037.321851701392, 18037.321852766207, 18037.321853067133, 18037.32185354167, 18037.32185402778]",2,3,18037.321852766207,2019-05-21 07:43:28.079000+00:00,2019-05-21 07:43:28.105000+00:00,-0.026
184,184,182.25,"[18037.321874733796, 18037.32187386574, 18037.321875185185, 18037.321875486112, 18037.32187596065, 18037.321876712962]",2,3,18037.321875185185,2019-05-21 07:43:30.016000+00:00,2019-05-21 07:43:30.042000+00:00,-0.026
185,185,182.25,"[18037.32188238426, 18037.32188170139, 18037.321882743057, 18037.321883043984, 18037.32188351852, 18037.321884016204]",2,3,18037.321882743057,2019-05-21 07:43:30.669000+00:00,2019-05-21 07:43:30.695000+00:00,-0.026
186,186,183.125,"[18037.321951481485, 18037.321951886577, 18037.32195297454, 18037.32195326389, 18037.32195373843, 18037.32195449074]",2,3,18037.32195297454,2019-05-21 07:43:36.737000+00:00,2019-05-21 07:43:36.762000+00:00,-0.025
187,187,183.125,"[18037.32211105324, 18037.322111215275, 18037.322111215275, 18037.32211150463, 18037.32211196759, 18037.322112812497]",2,3,18037.322111215275,2019-05-21 07:43:50.409000+00:00,2019-05-21 07:43:50.434000+00:00,-0.025
188,188,184.0,"[18037.32213263889, 18037.32213263889, 18037.32213263889, 18037.322132916666, 18037.322133391204, 18037.322133888887]",2,3,18037.32213263889,2019-05-21 07:43:52.260000+00:00,2019-05-21 07:43:52.284000+00:00,-0.024
189,189,184.0,"[18037.322155150465, 18037.32215342593, 18037.32215513889, 18037.322155416667, 18037.322155891205, 18037.32215664352]",2,3,18037.32215513889,2019-05-21 07:43:54.204000+00:00,2019-05-21 07:43:54.228000+00:00,-0.024
190,190,183.125,"[18037.322161342592, 18037.32216185185, 18037.322161886572, 18037.322162175926, 18037.32216262731, 18037.322163391204]",2,3,18037.322161886572,2019-05-21 07:43:54.787000+00:00,2019-05-21 07:43:54.812000+00:00,-0.025
191,191,328.375,"[18037.32216765046, 18037.32216753472, 18037.322168773146, 18037.322169050924, 18037.32216952546, 18037.322168229166]",5,2,18037.322168229166,2019-05-21 07:43:55.335000+00:00,2019-05-21 07:43:55.382000+00:00,-0.047
192,192,184.0,"[18037.322175358797, 18037.322175358797, 18037.322175358797, 18037.322175636575, 18037.322176111113, 18037.322176574075]",2,3,18037.322175358797,2019-05-21 07:43:55.951000+00:00,2019-05-21 07:43:55.975000+00:00,-0.024
193,193,181.375,"[18037.32218195602, 18037.322181226853, 18037.322181944448, 18037.322182256947, 18037.322182731485, 18037.32218351852]",2,3,18037.322181944448,2019-05-21 07:43:56.520000+00:00,2019-05-21 07:43:56.547000+00:00,-0.027
194,194,184.0,"[18037.32218775463, 18037.322188275462, 18037.32218898148, 18037.32218925926, 18037.322189733797, 18037.322190486113]",2,3,18037.32218898148,2019-05-21 07:43:57.128000+00:00,2019-05-21 07:43:57.152000+00:00,-0.024
195,195,254.875,"[18037.322192233794, 18037.322192164353, 18037.322193842592, 18037.32219412037, 18037.322194594908, 18037.322193622684]",5,2,18037.322193622684,2019-05-21 07:43:57.529000+00:00,2019-05-21 07:43:57.548000+00:00,-0.019
