,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time,first_arrival,second_arrival,dt
1051,1051,289.0,"[18037.342253067127, 18037.34225314815, 18037.342255497682, 18037.342255011572, 18037.342254826388, 18037.342255358795]",4,3,18037.342254826388,2019-05-21 08:12:50.817000+00:00,2019-05-21 08:12:50.833000+00:00,-0.016
1052,1052,289.0,"[18037.3422633912, 18037.3422633912, 18037.34226403935, 18037.342263576385, 18037.3422633912, 18037.342263854163]",4,3,18037.3422633912,2019-05-21 08:12:51.557000+00:00,2019-05-21 08:12:51.573000+00:00,-0.016
1053,1053,289.0,"[18037.342270347224, 18037.342271030095, 18037.34227164352, 18037.342271180558, 18037.34227099537, 18037.342271458336]",4,3,18037.34227099537,2019-05-21 08:12:52.214000+00:00,2019-05-21 08:12:52.230000+00:00,-0.016
1054,1054,257.5,"[18037.34227697917, 18037.34227861111, 18037.342278020835, 18037.342278784723, 18037.34227861111, 18037.342277789354]",5,2,18037.342277789354,2019-05-21 08:12:52.801000+00:00,2019-05-21 08:12:52.821000+00:00,-0.02
1055,1055,289.0,"[18037.342282233793, 18037.34228270833, 18037.34228407407, 18037.34228361111, 18037.342283425925, 18037.342283888887]",4,3,18037.342283425925,2019-05-21 08:12:53.288000+00:00,2019-05-21 08:12:53.304000+00:00,-0.016
1056,1056,289.0,"[18037.34229578704, 18037.34229578704, 18037.34229643519, 18037.342295972223, 18037.34229578704, 18037.34229625]",4,3,18037.34229578704,2019-05-21 08:12:54.356000+00:00,2019-05-21 08:12:54.372000+00:00,-0.016
1057,1057,289.0,"[18037.342312569443, 18037.342313194444, 18037.342314814814, 18037.34231435185, 18037.342314166664, 18037.342314629626]",4,3,18037.342314166664,2019-05-21 08:12:55.944000+00:00,2019-05-21 08:12:55.960000+00:00,-0.016
1058,1058,289.0,"[18037.34231814815, 18037.342318449075, 18037.34232045139, 18037.342319988424, 18037.34231980324, 18037.34232028935]",4,3,18037.34231980324,2019-05-21 08:12:56.431000+00:00,2019-05-21 08:12:56.447000+00:00,-0.016
1059,1059,289.0,"[18037.342324768517, 18037.34232513889, 18037.34232681713, 18037.342326203703, 18037.34232601852, 18037.34232650463]",4,3,18037.34232601852,2019-05-21 08:12:56.968000+00:00,2019-05-21 08:12:56.984000+00:00,-0.016
1060,1060,288.125,"[18037.342333645833, 18037.342333113425, 18037.34233398148, 18037.342333483793, 18037.342333310182, 18037.34233376157]",4,3,18037.342333310182,2019-05-21 08:12:57.598000+00:00,2019-05-21 08:12:57.613000+00:00,-0.015
1061,1061,289.0,"[18037.342348564816, 18037.34234896991, 18037.342350127317, 18037.34234966435, 18037.342349479168, 18037.342349965278]",4,3,18037.342349479168,2019-05-21 08:12:58.995000+00:00,2019-05-21 08:12:59.011000+00:00,-0.016
1062,1062,289.0,"[18037.342363263888, 18037.34236314815, 18037.342365752316, 18037.34236528935, 18037.342365104167, 18037.34236556713]",4,3,18037.342365104167,2019-05-21 08:13:00.345000+00:00,2019-05-21 08:13:00.361000+00:00,-0.016
1063,1063,288.125,"[18037.34238247685, 18037.34238289352, 18037.34238476852, 18037.342384305553, 18037.342384131945, 18037.342384594907]",4,3,18037.342384131945,2019-05-21 08:13:01.989000+00:00,2019-05-21 08:13:02.004000+00:00,-0.015
1064,1064,226.0,"[18037.342390590282, 18037.342391562503, 18037.342391631948, 18037.342391678245, 18037.342391493057, 18037.342392222225]",4,2,18037.342391493057,2019-05-21 08:13:02.625000+00:00,2019-05-21 08:13:02.637000+00:00,-0.012
1065,1065,226.0,"[18037.34239762731, 18037.34239665509, 18037.342398252313, 18037.342397685185, 18037.342398379627, 18037.342398009256]",3,5,18037.342397685185,2019-05-21 08:13:03.160000+00:00,2019-05-21 08:13:03.188000+00:00,-0.028
1066,1066,118.375,"[18037.342405821757, 18037.34240585648, 18037.342405567128, 18037.342406712964, 18037.342406770833, 18037.34240724537]",2,3,18037.342405567128,2019-05-21 08:13:03.841000+00:00,2019-05-21 08:13:03.940000+00:00,-0.099
1067,1067,289.875,"[18037.342415069445, 18037.34241458333, 18037.34241545139, 18037.342414988423, 18037.342414791667, 18037.34241525463]",4,3,18037.342414791667,2019-05-21 08:13:04.638000+00:00,2019-05-21 08:13:04.655000+00:00,-0.017
1068,1068,345.0,"[18037.342416354168, 18037.34241767361, 18037.34241871528, 18037.34241658565, 18037.34241803241, 18037.342416122687]",5,3,18037.342416122687,2019-05-21 08:13:04.753000+00:00,2019-05-21 08:13:04.793000+00:00,-0.04
1069,1069,289.875,"[18037.34242247685, 18037.34242247685, 18037.34242313657, 18037.34242267361, 18037.34242247685, 18037.342422962964]",4,3,18037.34242247685,2019-05-21 08:13:05.302000+00:00,2019-05-21 08:13:05.319000+00:00,-0.017
1070,1070,310.0,"[18037.342431168978, 18037.34243079861, 18037.34243145833, 18037.34243273148, 18037.34243079861, 18037.34243126157]",4,5,18037.34243079861,2019-05-21 08:13:06.021000+00:00,2019-05-21 08:13:06.061000+00:00,-0.04
1071,1071,227.75,"[18037.342440370372, 18037.342440370372, 18037.342440185188, 18037.342439618056, 18037.3424403588, 18037.34243993056]",3,5,18037.342439618056,2019-05-21 08:13:06.783000+00:00,2019-05-21 08:13:06.810000+00:00,-0.027
1072,1072,289.875,"[18037.34246237269, 18037.34246237269, 18037.342463020836, 18037.342462569446, 18037.34246237269, 18037.34246283565]",4,3,18037.34246237269,2019-05-21 08:13:08.749000+00:00,2019-05-21 08:13:08.766000+00:00,-0.017
1073,1073,289.875,"[18037.34246841435, 18037.342469328705, 18037.34246997685, 18037.34246952546, 18037.342469328705, 18037.342469791667]",4,3,18037.342469328705,2019-05-21 08:13:09.350000+00:00,2019-05-21 08:13:09.367000+00:00,-0.017
1074,1074,143.75,"[18037.34248320602, 18037.342482025462, 18037.34248267361, 18037.342483275464, 18037.342483078704, 18037.34248369213]",2,4,18037.34248267361,2019-05-21 08:13:10.503000+00:00,2019-05-21 08:13:10.538000+00:00,-0.035
1075,1075,290.75,"[18037.342550150464, 18037.342549074074, 18037.34255082176, 18037.342550358797, 18037.342550150464, 18037.342550613426]",4,3,18037.342550150464,2019-05-21 08:13:16.333000+00:00,2019-05-21 08:13:16.351000+00:00,-0.018
1076,1076,290.75,"[18037.342752546294, 18037.342753622685, 18037.342755069443, 18037.342754594905, 18037.342754386573, 18037.342754837962]",4,3,18037.342754386573,2019-05-21 08:13:33.979000+00:00,2019-05-21 08:13:33.997000+00:00,-0.018
1077,1077,291.625,"[18037.34276851852, 18037.342767650465, 18037.342769155093, 18037.342768680555, 18037.34276846065, 18037.342768923612]",4,3,18037.34276846065,2019-05-21 08:13:35.195000+00:00,2019-05-21 08:13:35.214000+00:00,-0.019
1078,1078,292.5,"[18037.342818437497, 18037.34281943287, 18037.342821018516, 18037.342820555554, 18037.342820324073, 18037.342820810183]",4,3,18037.342820324073,2019-05-21 08:13:39.676000+00:00,2019-05-21 08:13:39.696000+00:00,-0.02
1079,1079,291.625,"[18037.342867245367, 18037.34286761574, 18037.34286899305, 18037.342868391203, 18037.342868171294, 18037.342868645832]",4,3,18037.342868171294,2019-05-21 08:13:43.810000+00:00,2019-05-21 08:13:43.829000+00:00,-0.019
1080,1080,291.625,"[18037.342881574077, 18037.342881574077, 18037.34288226852, 18037.342881793982, 18037.342881574077, 18037.34288203704]",4,3,18037.342881574077,2019-05-21 08:13:44.968000+00:00,2019-05-21 08:13:44.987000+00:00,-0.019
1081,1081,289.875,"[18037.342949861115, 18037.34294863426, 18037.34295056713, 18037.342950034723, 18037.342949837966, 18037.34295030093]",4,3,18037.342949837966,2019-05-21 08:13:50.866000+00:00,2019-05-21 08:13:50.883000+00:00,-0.017
1082,1082,292.5,"[18037.343020138887, 18037.343020046294, 18037.343020833334, 18037.34302037037, 18037.343020138887, 18037.34302060185]",4,3,18037.343020138887,2019-05-21 08:13:56.940000+00:00,2019-05-21 08:13:56.960000+00:00,-0.02
1083,1083,292.5,"[18037.343038831023, 18037.343037789353, 18037.343039537038, 18037.343038819447, 18037.343038587966, 18037.343039074076]",4,3,18037.343038587966,2019-05-21 08:13:58.534000+00:00,2019-05-21 08:13:58.554000+00:00,-0.02
1084,1084,292.5,"[18037.34304583333, 18037.343046319445, 18037.343047094906, 18037.343046550926, 18037.343046319445, 18037.343046782407]",4,3,18037.343046319445,2019-05-21 08:13:59.202000+00:00,2019-05-21 08:13:59.222000+00:00,-0.02
1085,1085,295.125,"[18037.343065717592, 18037.343066435184, 18037.343067303238, 18037.343066840276, 18037.343066574074, 18037.343067060185]",4,3,18037.343066574074,2019-05-21 08:14:00.952000+00:00,2019-05-21 08:14:00.975000+00:00,-0.023
1086,1086,292.5,"[18037.34307835648, 18037.343078541668, 18037.343079189814, 18037.343078703703, 18037.343078472222, 18037.34307896991]",4,3,18037.343078472222,2019-05-21 08:14:01.980000+00:00,2019-05-21 08:14:02+00:00,-0.02
1087,1087,295.125,"[18037.34309324074, 18037.34309429398, 18037.343094988428, 18037.343094525462, 18037.34309425926, 18037.343094756943]",4,3,18037.34309425926,2019-05-21 08:14:03.344000+00:00,2019-05-21 08:14:03.367000+00:00,-0.023
1088,1088,292.5,"[18037.34309975695, 18037.343098414352, 18037.343100578706, 18037.34309998843, 18037.34309975695, 18037.34310021991]",4,3,18037.34309975695,2019-05-21 08:14:03.819000+00:00,2019-05-21 08:14:03.839000+00:00,-0.02
1089,1089,292.5,"[18037.343107708333, 18037.343107002314, 18037.343109756945, 18037.343109097223, 18037.34310886574, 18037.343109328704]",4,3,18037.34310886574,2019-05-21 08:14:04.606000+00:00,2019-05-21 08:14:04.626000+00:00,-0.02
1090,1090,294.25,"[18037.343114629628, 18037.34311449074, 18037.34311577546, 18037.34311528935, 18037.34311503472, 18037.343115578704]",4,3,18037.34311503472,2019-05-21 08:14:05.139000+00:00,2019-05-21 08:14:05.161000+00:00,-0.022
1091,1091,124.5,"[18037.34311719907, 18037.34311810185, 18037.343117569442, 18037.34311833333, 18037.34311810185, 18037.343118576387]",2,4,18037.343117569442,2019-05-21 08:14:05.358000+00:00,2019-05-21 08:14:05.404000+00:00,-0.046
1092,1092,293.375,"[18037.34312212963, 18037.343123449074, 18037.343124155093, 18037.34312369213, 18037.343123449074, 18037.343123912036]",4,3,18037.343123449074,2019-05-21 08:14:05.866000+00:00,2019-05-21 08:14:05.887000+00:00,-0.021
1093,1093,293.375,"[18037.343126006945, 18037.343125613428, 18037.343127453703, 18037.34312699074, 18037.343126747688, 18037.34312721065]",4,3,18037.343126747688,2019-05-21 08:14:06.151000+00:00,2019-05-21 08:14:06.172000+00:00,-0.021
1094,1094,296.0,"[18037.343131782407, 18037.343132210648, 18037.34313290509, 18037.3431324537, 18037.343132175924, 18037.34313267361]",4,3,18037.343132175924,2019-05-21 08:14:06.620000+00:00,2019-05-21 08:14:06.644000+00:00,-0.024
1095,1095,292.5,"[18037.343140532408, 18037.343140532408, 18037.34314122685, 18037.34314077546, 18037.34314054398, 18037.34314099537]",4,3,18037.34314054398,2019-05-21 08:14:07.343000+00:00,2019-05-21 08:14:07.363000+00:00,-0.02
1096,1096,-8.5,"[18037.34314449074, 18037.34314449074, 18037.343143078702, 18037.34314472222, 18037.34314449074, 18037.34314494213]",2,4,18037.343143078702,2019-05-21 08:14:07.562000+00:00,2019-05-21 08:14:07.684000+00:00,-0.122
1097,1097,293.375,"[18037.343150775465, 18037.34315027778, 18037.34315167824, 18037.34315121528, 18037.343150972225, 18037.343151435187]",4,3,18037.343150972225,2019-05-21 08:14:08.244000+00:00,2019-05-21 08:14:08.265000+00:00,-0.021
1098,1098,296.875,"[18037.343155844905, 18037.343154768518, 18037.343156759256, 18037.343156157407, 18037.343155868053, 18037.34315633102]",4,3,18037.343155868053,2019-05-21 08:14:08.667000+00:00,2019-05-21 08:14:08.692000+00:00,-0.025
1099,1099,293.375,"[18037.343159699074, 18037.34316019676, 18037.343161967594, 18037.343161504632, 18037.343161261575, 18037.343161724537]",4,3,18037.343161261575,2019-05-21 08:14:09.133000+00:00,2019-05-21 08:14:09.154000+00:00,-0.021
1100,1100,293.375,"[18037.343170451393, 18037.343170451393, 18037.34317115741, 18037.343170694447, 18037.343170451393, 18037.343170914355]",4,3,18037.343170451393,2019-05-21 08:14:09.927000+00:00,2019-05-21 08:14:09.948000+00:00,-0.021
1101,1101,294.25,"[18037.34317685185, 18037.343176944443, 18037.34317753472, 18037.34317708333, 18037.3431768287, 18037.34317730324]",4,3,18037.3431768287,2019-05-21 08:14:10.478000+00:00,2019-05-21 08:14:10.500000+00:00,-0.022
1102,1102,293.375,"[18037.343182905093, 18037.343182083336, 18037.343183414352, 18037.343182939814, 18037.34318269676, 18037.343183159723]",4,3,18037.34318269676,2019-05-21 08:14:10.985000+00:00,2019-05-21 08:14:11.006000+00:00,-0.021
1103,1103,293.375,"[18037.34318777778, 18037.343188530092, 18037.343189108797, 18037.343188599538, 18037.34318835648, 18037.343188819446]",4,3,18037.34318835648,2019-05-21 08:14:11.474000+00:00,2019-05-21 08:14:11.495000+00:00,-0.021
1104,1104,293.375,"[18037.343192847224, 18037.34319278935, 18037.3431946875, 18037.343194131943, 18037.34319388889, 18037.343194467594]",4,3,18037.34319388889,2019-05-21 08:14:11.952000+00:00,2019-05-21 08:14:11.973000+00:00,-0.021
1105,1105,293.375,"[18037.343199375002, 18037.343199375002, 18037.34320008102, 18037.34319961806, 18037.343199375002, 18037.343199837964]",4,3,18037.343199375002,2019-05-21 08:14:12.426000+00:00,2019-05-21 08:14:12.447000+00:00,-0.021
1106,1106,5.5,"[18037.34320143519, 18037.343201909724, 18037.343201909724, 18037.343203472225, 18037.34320322917, 18037.34320371528]",2,4,18037.343201909724,2019-05-21 08:14:12.645000+00:00,2019-05-21 08:14:12.759000+00:00,-0.114
1107,1107,294.25,"[18037.343208148148, 18037.343209398146, 18037.343210092593, 18037.343209618055, 18037.343209363426, 18037.343209837964]",4,3,18037.343209363426,2019-05-21 08:14:13.289000+00:00,2019-05-21 08:14:13.311000+00:00,-0.022
1108,1108,294.25,"[18037.34322550926, 18037.343225104167, 18037.34322576389, 18037.343225300927, 18037.343225046297, 18037.34322550926]",4,3,18037.343225046297,2019-05-21 08:14:14.644000+00:00,2019-05-21 08:14:14.666000+00:00,-0.022
1109,1109,296.875,"[18037.343230787035, 18037.343231956016, 18037.343232777777, 18037.343232199073, 18037.34323190972, 18037.343232407406]",4,3,18037.34323190972,2019-05-21 08:14:15.237000+00:00,2019-05-21 08:14:15.262000+00:00,-0.025
1110,1110,293.375,"[18037.343235462962, 18037.34323511574, 18037.343237245368, 18037.343236770834, 18037.343236527777, 18037.34323699074]",4,3,18037.343236527777,2019-05-21 08:14:15.636000+00:00,2019-05-21 08:14:15.657000+00:00,-0.021
1111,1111,294.25,"[18037.34324175926, 18037.343241990744, 18037.343242708335, 18037.343242245373, 18037.343241990744, 18037.343242453706]",4,3,18037.343241990744,2019-05-21 08:14:16.108000+00:00,2019-05-21 08:14:16.130000+00:00,-0.022
1112,1112,293.375,"[18037.343245462966, 18037.343246689816, 18037.343247418983, 18037.343246932873, 18037.343246689816, 18037.343247141205]",4,3,18037.343246689816,2019-05-21 08:14:16.514000+00:00,2019-05-21 08:14:16.535000+00:00,-0.021
1113,1113,293.375,"[18037.343252349536, 18037.343252349536, 18037.34325295139, 18037.343252488423, 18037.34325224537, 18037.34325269676]",4,3,18037.34325224537,2019-05-21 08:14:16.994000+00:00,2019-05-21 08:14:17.015000+00:00,-0.021
1114,1114,293.375,"[18037.343258078705, 18037.34325662037, 18037.343258784724, 18037.343258321762, 18037.343258078705, 18037.343258530094]",4,3,18037.343258078705,2019-05-21 08:14:17.498000+00:00,2019-05-21 08:14:17.519000+00:00,-0.021
1115,1115,296.875,"[18037.343262592593, 18037.343261805556, 18037.343264479165, 18037.343263981482, 18037.343263692128, 18037.34326415509]",4,3,18037.343263692128,2019-05-21 08:14:17.983000+00:00,2019-05-21 08:14:18.008000+00:00,-0.025
1116,1116,293.375,"[18037.34328056713, 18037.34328056713, 18037.343281261572, 18037.343280810186, 18037.34328056713, 18037.34328101852]",4,3,18037.34328056713,2019-05-21 08:14:19.441000+00:00,2019-05-21 08:14:19.462000+00:00,-0.021
1117,1117,294.25,"[18037.343286956017, 18037.343287870368, 18037.34328850694, 18037.34328802083, 18037.3432877662, 18037.343288229164]",4,3,18037.3432877662,2019-05-21 08:14:20.063000+00:00,2019-05-21 08:14:20.085000+00:00,-0.022
1118,1118,292.5,"[18037.34329400463, 18037.343293194444, 18037.34329484954, 18037.343294375, 18037.34329414352, 18037.34329465278]",4,3,18037.34329414352,2019-05-21 08:14:20.614000+00:00,2019-05-21 08:14:20.634000+00:00,-0.02
1119,1119,293.375,"[18037.343299270833, 18037.343299907407, 18037.343301180554, 18037.34330070602, 18037.343300462962, 18037.343300925924]",4,3,18037.343300462962,2019-05-21 08:14:21.160000+00:00,2019-05-21 08:14:21.181000+00:00,-0.021
1120,1120,294.25,"[18037.343306006947, 18037.343306006947, 18037.34330672454, 18037.343306261577, 18037.343306006947, 18037.34330646991]",4,3,18037.343306006947,2019-05-21 08:14:21.639000+00:00,2019-05-21 08:14:21.661000+00:00,-0.022
1121,1121,291.625,"[18037.343310462966, 18037.343310370372, 18037.343311620374, 18037.34331096065, 18037.343310740744, 18037.343311203706]",4,3,18037.343310740744,2019-05-21 08:14:22.048000+00:00,2019-05-21 08:14:22.067000+00:00,-0.019
1122,1122,294.25,"[18037.343322245368, 18037.343322245368, 18037.343322962963, 18037.343322499997, 18037.343322245368, 18037.343322708333]",4,3,18037.343322245368,2019-05-21 08:14:23.042000+00:00,2019-05-21 08:14:23.064000+00:00,-0.022
1123,1123,293.375,"[18037.34339767361, 18037.34339767361, 18037.34339835648, 18037.34339787037, 18037.34339762731, 18037.3433980787]",4,3,18037.34339762731,2019-05-21 08:14:29.555000+00:00,2019-05-21 08:14:29.576000+00:00,-0.021
1124,1124,294.25,"[18037.343433622686, 18037.343433622686, 18037.343434340277, 18037.343433877315, 18037.343433622686, 18037.3434340625]",4,3,18037.343433622686,2019-05-21 08:14:32.665000+00:00,2019-05-21 08:14:32.687000+00:00,-0.022
1125,1125,294.25,"[18037.343462662036, 18037.343462650464, 18037.343463333335, 18037.34346287037, 18037.34346261574, 18037.343463090278]",4,3,18037.34346261574,2019-05-21 08:14:35.170000+00:00,2019-05-21 08:14:35.192000+00:00,-0.022
1126,1126,295.125,"[18037.343469074072, 18037.34346909722, 18037.34346980324, 18037.343469340278, 18037.343469074072, 18037.343469537034]",4,3,18037.343469074072,2019-05-21 08:14:35.728000+00:00,2019-05-21 08:14:35.751000+00:00,-0.023
1127,1127,296.875,"[18037.343474745372, 18037.34347476852, 18037.34347545139, 18037.34347498843, 18037.343474699075, 18037.343475173613]",4,3,18037.343474699075,2019-05-21 08:14:36.214000+00:00,2019-05-21 08:14:36.239000+00:00,-0.025
1128,1128,295.125,"[18037.343478333332, 18037.343480243057, 18037.343480891202, 18037.34348042824, 18037.34348016204, 18037.343480625]",4,3,18037.34348016204,2019-05-21 08:14:36.686000+00:00,2019-05-21 08:14:36.709000+00:00,-0.023
1129,1129,296.0,"[18037.343483935187, 18037.343485405094, 18037.34348611111, 18037.343485648147, 18037.34348537037, 18037.343485844907]",4,3,18037.34348537037,2019-05-21 08:14:37.136000+00:00,2019-05-21 08:14:37.160000+00:00,-0.024
1130,1130,294.25,"[18037.34349599537, 18037.343494722223, 18037.34349667824, 18037.343496203703, 18037.343495949073, 18037.34349648148]",4,3,18037.343495949073,2019-05-21 08:14:38.050000+00:00,2019-05-21 08:14:38.072000+00:00,-0.022
1131,1131,294.25,"[18037.343499050927, 18037.34350084491, 18037.343501666666, 18037.343501145835, 18037.343500891206, 18037.343501342595]",4,3,18037.343500891206,2019-05-21 08:14:38.477000+00:00,2019-05-21 08:14:38.499000+00:00,-0.022
1132,1132,292.5,"[18037.34350592593, 18037.343505949073, 18037.343506631943, 18037.343506145833, 18037.343505914352, 18037.34350638889]",4,3,18037.343505914352,2019-05-21 08:14:38.911000+00:00,2019-05-21 08:14:38.931000+00:00,-0.02
1133,1133,295.125,"[18037.343530486112, 18037.34352988426, 18037.34353172454, 18037.343531238428, 18037.343530972223, 18037.34353150463]",4,3,18037.343530972223,2019-05-21 08:14:41.076000+00:00,2019-05-21 08:14:41.099000+00:00,-0.023
1134,1134,294.25,"[18037.343538125, 18037.343538125, 18037.343538831017, 18037.343538379628, 18037.343538125, 18037.343538576388]",4,3,18037.343538125,2019-05-21 08:14:41.694000+00:00,2019-05-21 08:14:41.716000+00:00,-0.022
1135,1135,295.125,"[18037.34354724537, 18037.34354724537, 18037.34354797454, 18037.343547511577, 18037.34354724537, 18037.34354769676]",4,3,18037.34354724537,2019-05-21 08:14:42.482000+00:00,2019-05-21 08:14:42.505000+00:00,-0.023
1136,1136,295.125,"[18037.343554386574, 18037.34355412037, 18037.34355511574, 18037.34355465278, 18037.343554386574, 18037.343554837964]",4,3,18037.343554386574,2019-05-21 08:14:43.099000+00:00,2019-05-21 08:14:43.122000+00:00,-0.023
1137,1137,115.75,"[18037.34356033565, 18037.34356033565, 18037.34355974537, 18037.343560601854, 18037.34356033565, 18037.343560787038]",2,4,18037.34355974537,2019-05-21 08:14:43.562000+00:00,2019-05-21 08:14:43.613000+00:00,-0.051
1138,1138,295.125,"[18037.343565289353, 18037.343565300926, 18037.34356605324, 18037.343565555555, 18037.343565289353, 18037.343565752315]",4,3,18037.343565289353,2019-05-21 08:14:44.041000+00:00,2019-05-21 08:14:44.064000+00:00,-0.023
1139,1139,296.0,"[18037.34356957176, 18037.34356957176, 18037.3435703125, 18037.343569814813, 18037.343569537035, 18037.34357003472]",4,3,18037.343569537035,2019-05-21 08:14:44.408000+00:00,2019-05-21 08:14:44.432000+00:00,-0.024
1140,1140,295.125,"[18037.343576932868, 18037.343576331015, 18037.34357756944, 18037.34357710648, 18037.343576840274, 18037.343577314812]",4,3,18037.343576840274,2019-05-21 08:14:45.039000+00:00,2019-05-21 08:14:45.062000+00:00,-0.023
1141,1141,298.625,"[18037.343587152776, 18037.343586666666, 18037.34358917824, 18037.343588599535, 18037.343588287036, 18037.343588773147]",4,3,18037.343588287036,2019-05-21 08:14:46.028000+00:00,2019-05-21 08:14:46.055000+00:00,-0.027
1142,1142,295.125,"[18037.34364046296, 18037.343639421295, 18037.343641724536, 18037.343641261574, 18037.34364099537, 18037.343641446758]",4,3,18037.34364099537,2019-05-21 08:14:50.582000+00:00,2019-05-21 08:14:50.605000+00:00,-0.023
1143,1143,296.0,"[18037.343644687502, 18037.3436453125, 18037.34364701389, 18037.343646481484, 18037.343646203706, 18037.343646666668]",4,3,18037.343646203706,2019-05-21 08:14:51.032000+00:00,2019-05-21 08:14:51.056000+00:00,-0.024
1144,1144,297.75,"[18037.34364945602, 18037.34364898148, 18037.343651574072, 18037.343651099538, 18037.34365079861, 18037.34365138889]",4,3,18037.34365079861,2019-05-21 08:14:51.429000+00:00,2019-05-21 08:14:51.455000+00:00,-0.026
1145,1145,295.125,"[18037.343654907407, 18037.34365521991, 18037.343656400462, 18037.343655925928, 18037.343655659723, 18037.343656122684]",4,3,18037.343655659723,2019-05-21 08:14:51.849000+00:00,2019-05-21 08:14:51.872000+00:00,-0.023
1146,1146,295.125,"[18037.34366476852, 18037.34366542824, 18037.3436671875, 18037.343666689816, 18037.34366642361, 18037.343666886572]",4,3,18037.34366642361,2019-05-21 08:14:52.779000+00:00,2019-05-21 08:14:52.802000+00:00,-0.023
1147,1147,295.125,"[18037.34366959491, 18037.343669409725, 18037.343672025465, 18037.34367148148, 18037.34367121528, 18037.34367166667]",4,3,18037.34367121528,2019-05-21 08:14:53.193000+00:00,2019-05-21 08:14:53.216000+00:00,-0.023
1148,1148,295.125,"[18037.34368170139, 18037.34368170139, 18037.34368244213, 18037.343681967595, 18037.34368170139, 18037.34368215278]",4,3,18037.34368170139,2019-05-21 08:14:54.099000+00:00,2019-05-21 08:14:54.122000+00:00,-0.023
1149,1149,296.0,"[18037.343688090277, 18037.343688090277, 18037.343688831017, 18037.343688368055, 18037.343688090277, 18037.34368855324]",4,3,18037.343688090277,2019-05-21 08:14:54.651000+00:00,2019-05-21 08:14:54.675000+00:00,-0.024
1150,1150,-24.25,"[18037.343692141203, 18037.343692141203, 18037.343690625, 18037.34369241898, 18037.343692141203, 18037.343692604165]",2,4,18037.343690625,2019-05-21 08:14:54.870000+00:00,2019-05-21 08:14:55.001000+00:00,-0.131
1151,1151,296.0,"[18037.343697673612, 18037.343697673612, 18037.343698414352, 18037.34369795139, 18037.343697673612, 18037.343698136574]",4,3,18037.343697673612,2019-05-21 08:14:55.479000+00:00,2019-05-21 08:14:55.503000+00:00,-0.024
1152,1152,103.5,"[18037.343699479166, 18037.343700879628, 18037.34370020833, 18037.343701157406, 18037.343700879628, 18037.343701331018]",2,4,18037.34370020833,2019-05-21 08:14:55.698000+00:00,2019-05-21 08:14:55.756000+00:00,-0.058
1153,1153,295.125,"[18037.343706261574, 18037.343706261574, 18037.343706979165, 18037.34370652778, 18037.343706261574, 18037.343706712963]",4,3,18037.343706261574,2019-05-21 08:14:56.221000+00:00,2019-05-21 08:14:56.244000+00:00,-0.023
1154,1154,298.625,"[18037.343713703704, 18037.343713692127, 18037.343714432867, 18037.34371398148, 18037.34371366898, 18037.343714166665]",4,3,18037.34371366898,2019-05-21 08:14:56.861000+00:00,2019-05-21 08:14:56.888000+00:00,-0.027
1155,1155,296.0,"[18037.34372283565, 18037.34372283565, 18037.34372357639, 18037.343723113427, 18037.34372283565, 18037.34372329861]",4,3,18037.34372283565,2019-05-21 08:14:57.653000+00:00,2019-05-21 08:14:57.677000+00:00,-0.024
1156,1156,58.0,"[18037.343724895833, 18037.34372630787, 18037.34372533565, 18037.34372658565, 18037.34372630787, 18037.34372679398]",2,4,18037.34372533565,2019-05-21 08:14:57.869000+00:00,2019-05-21 08:14:57.953000+00:00,-0.084
1157,1157,284.625,"[18037.343731886573, 18037.343731817127, 18037.343732627312, 18037.343731944442, 18037.343731817127, 18037.343732291665]",4,3,18037.343731817127,2019-05-21 08:14:58.429000+00:00,2019-05-21 08:14:58.440000+00:00,-0.011
1158,1158,296.0,"[18037.34373652778, 18037.34373679398, 18037.343738530093, 18037.343738032407, 18037.34373775463, 18037.34373821759]",4,3,18037.34373775463,2019-05-21 08:14:58.942000+00:00,2019-05-21 08:14:58.966000+00:00,-0.024
1159,1159,296.0,"[18037.34374297454, 18037.343743275465, 18037.343744039354, 18037.343743553243, 18037.343743275465, 18037.343743738427]",4,3,18037.343743275465,2019-05-21 08:14:59.419000+00:00,2019-05-21 08:14:59.443000+00:00,-0.024
1160,1160,295.125,"[18037.343746689818, 18037.343748194446, 18037.34374894676, 18037.343748425927, 18037.343748159725, 18037.343748611114]",4,3,18037.343748159725,2019-05-21 08:14:59.841000+00:00,2019-05-21 08:14:59.864000+00:00,-0.023
1161,1161,296.0,"[18037.343758993058, 18037.343758993058, 18037.343759722226, 18037.343759270836, 18037.343758993058, 18037.34375945602]",4,3,18037.343758993058,2019-05-21 08:15:00.777000+00:00,2019-05-21 08:15:00.801000+00:00,-0.024
1162,1162,292.5,"[18037.343765162033, 18037.343764791665, 18037.343766388887, 18037.3437658912, 18037.34376565972, 18037.343766134258]",4,3,18037.34376565972,2019-05-21 08:15:01.353000+00:00,2019-05-21 08:15:01.373000+00:00,-0.02
1163,1163,296.0,"[18037.34377094907, 18037.343770590276, 18037.343771770833, 18037.343771273147, 18037.34377099537, 18037.34377144676]",4,3,18037.34377099537,2019-05-21 08:15:01.814000+00:00,2019-05-21 08:15:01.838000+00:00,-0.024
